game_id,name,genres,developer,publisher,release_date,tags
220,Half-Life 2,Action,Valve,Valve,"16 Nov, 2004","FPS, Action, Sci-fi, Classic, Singleplayer, Story Rich, Shooter, First-Person, Adventure, Dystopian , Atmospheric, Zombies, Silent Protagonist, Physics, Aliens, Great Soundtrack, Horror, Multiplayer, Puzzle, Moddable"
320,Half-Life 2: Deathmatch,Action,Valve,Valve,"1 Nov, 2004","Action, FPS, Multiplayer, Shooter, First-Person, Sci-fi, Physics, Competitive, Funny, Co-op, Old School, PvP, Arena Shooter, Moddable, Atmospheric, Adventure, Great Soundtrack, Singleplayer, Violent, Mod"
360,Half-Life Deathmatch: Source,Action,Valve,Valve,"1 May, 2006","Action, FPS, Multiplayer, Shooter, Sci-fi, First-Person, Classic, Remake, Violent, Adventure, Competitive, Fast-Paced, Singleplayer, Atmospheric, Horror, Retro, Gore, Great Soundtrack, Arena Shooter"
4000,Garry's Mod,"Casual, Indie, Simulation",Facepunch Studios,Valve,"29 Nov, 2006","Sandbox, Moddable, Multiplayer, Physics, Building, Casual, Funny, First-Person, Singleplayer, FPS, Simulation, Comedy, Online Co-Op, Co-op, Shooter, Action, Indie, PvP, Realistic, Exploration"
400,Portal,Action,Valve,Valve,"10 Oct, 2007","Puzzle, Puzzle-Platformer, First-Person, 3D Platformer, Singleplayer, Sci-fi, Comedy, Female Protagonist, Physics, Funny, Action, Classic, Story Rich, Platformer, Science, Atmospheric, Dark Humor, Short, FPS, Adventure"
17410,Mirror's Edge™,"Action, Adventure",DICE,Electronic Arts,"14 Jan, 2009","Action-Adventure, Parkour, First-Person, Exploration, 3D Platformer, Female Protagonist, Singleplayer, Platformer, Puzzle, Cyberpunk, Action, Colorful, Dystopian , Stylized, Atmospheric, Sci-fi, Futuristic, Great Soundtrack, Adventure, Time Attack"
1250,Killing Floor,Action,Tripwire Interactive,Tripwire Interactive,"14 May, 2009","FPS, Zombies, Co-op, Survival, Horror, Multiplayer, Action, Online Co-Op, Violent, Gore, Shooter, Team-Based, First-Person, Survival Horror, Moddable, Bullet Time, Class-Based, 3D, Singleplayer, Dark Comedy"
35420,Defence Alliance 2,Action,Defence Alliance Team,Tripwire Interactive,"11 Dec, 2009","Action, Mod, FPS, Multiplayer, Co-op"
550,Left 4 Dead 2,Action,Valve,Valve,"16 Nov, 2009","Zombies, Co-op, FPS, Multiplayer, Shooter, Online Co-Op, Action, Survival, Horror, First-Person, Gore, Team-Based, Moddable, Survival Horror, Post-apocalyptic, Singleplayer, Adventure, Local Co-Op, Replay Value, Tactical"
55100,Homefront,Action,"Kaos Studios, Digital Extremes",Deep Silver,"14 Mar, 2011","Action, FPS, Shooter, Multiplayer, Singleplayer, First-Person, Military, War, Atmospheric, Short, Open World, Violent, Story Rich, Gore, Co-op, Adventure, Alternate History, Survival, Linear, Realistic"
620,Portal 2,"Action, Adventure",Valve,Valve,"18 Apr, 2011","Platformer, Puzzle, First-Person, Dark Humor, Story Rich, Puzzle-Platformer, Funny, Female Protagonist, 3D Platformer, Action-Adventure, Action, FPS, Co-op, Physics, Sci-fi, Level Editor, Science, Comedy, Atmospheric, Adventure"
105600,Terraria,"Action, Adventure, Indie, RPG",Re-Logic,Re-Logic,"16 May, 2011","Open World Survival Craft, Sandbox, Survival, 2D, Multiplayer, Adventure, Pixel Graphics, Crafting, Building, Exploration, Co-op, Open World, Online Co-Op, Indie, Action, RPG, Singleplayer, Replay Value, Platformer, Atmospheric"
8980,Borderlands Game of the Year,"Action, RPG",Gearbox Software,2K,"31 Aug, 2023","Looter Shooter, FPS, Co-op, RPG, Action, Loot, Shooter, Online Co-Op, First-Person, Open World, Comedy, Multiplayer, Sci-fi, Post-apocalyptic, Singleplayer, Action RPG, Funny, Dark Humor, Adventure, Gore"
729040,Borderlands Game of the Year Enhanced,"Action, RPG","Gearbox Software, Blind Squirrel Games",2K,"31 Aug, 2023","FPS, Co-op, Shooter, First-Person, Loot, Online Co-Op, Action, RPG, Dark Humor, Looter Shooter, Comedy, Action RPG, Singleplayer, Gore, Multiplayer, Sci-fi, Funny, Atmospheric, Violent, Character Action Game"
67370,The Darkness II,Action,Digital Extremes,2K,"9 Feb, 2012","FPS, Action, Gore, Dark, Shooter, Singleplayer, Horror, Co-op, First-Person, Violent, Multiplayer, Atmospheric, Story Rich, Supernatural, Comic Book, Short, Adventure, Multiple Endings, Nudity, Funny"
204340,Serious Sam 2,"Action, Indie",Croteam,Devolver Digital,"31 Jan, 2012","Action, FPS, Co-op, Comedy, Multiplayer, Shooter, First-Person, Gore, Funny, Classic, Singleplayer, Adventure, Indie, Sci-fi, Online Co-Op, Colorful, Great Soundtrack, Atmospheric, Boomer Shooter, Difficult"
209080,Guns of Icarus Online,"Action, Adventure, Indie, Simulation",Muse Games,Muse Games,"29 Oct, 2012","Steampunk, Team-Based, Multiplayer, Co-op, Action, Tactical, Indie, Competitive, Simulation, Adventure, Flight, FPS, Online Co-Op, PvP, Strategy, First-Person, Shooter, Class-Based, Kickstarter, Massively Multiplayer"
9050,DOOM 3,Action,id Software,id Software,"3 Aug, 2007","Horror, Action, FPS, Sci-fi, Dark, First-Person, Gore, Singleplayer, Classic, Shooter, Demons, Atmospheric, Zombies, Survival Horror, Mars, Futuristic, Moddable, Multiplayer, Co-op, Violent"
9070,DOOM 3 Resurrection of Evil,Action,id Software,id Software,"3 Aug, 2007","Action, FPS, Horror, Sci-fi, Dark, Atmospheric, Shooter, Zombies, First-Person, Singleplayer, Survival Horror, Classic, Demons, Gore, Masterpiece"
208200,DOOM 3,Action,id Software,Bethesda Softworks,"18 Oct, 2012","FPS, Horror, Action, Shooter, Classic, Sci-fi, First-Person, Singleplayer, Gore, Demons, Multiplayer, Dark, Zombies, Mars, Atmospheric, Space, Survival Horror, Great Soundtrack, Survival, 3D Vision"
4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,"Action, RPG",GSC Game World,GSC Game World,"20 Mar, 2007","Atmospheric, Post-apocalyptic, Open World, FPS, Survival, Action, Survival Horror, Shooter, RPG, Horror, First-Person, Singleplayer, Classic, Based On A Novel, Moddable, Adventure, Immersive, Sci-fi, Inventory Management, Difficult"
109600,Neverwinter,"Action, Adventure, Massively Multiplayer, RPG, Free To Play",Cryptic Studios,Arc Games,"5 Dec, 2013","Free to Play, MMORPG, RPG, Massively Multiplayer, Adventure, Multiplayer, Fantasy, Action, Open World, Character Customization, Dungeons & Dragons, Co-op, Dragons, PvP, Action RPG, PvE, Third Person, Hack and Slash, Atmospheric, Zombies"
200210,Realm of the Mad God Exalt,"Action, Adventure, Indie, Massively Multiplayer, RPG, Free To Play","Wild Shadow Studios, Deca Live Operations GmbH",Deca Live Operations GmbH,"20 Feb, 2012","Pixel Graphics, MMORPG, Free to Play, Rogue-like, Perma Death, Action Roguelike, Bullet Hell, Difficult, Rogue-lite, Indie, 2D, Massively Multiplayer, Action RPG, RPG, Action, Multiplayer, Adventure, Co-op, Online Co-Op, Fantasy"
230410,Warframe,"Action, RPG, Free To Play",Digital Extremes,Digital Extremes,"25 Mar, 2013","Free to Play, Action RPG, Looter Shooter, Third-Person Shooter, Action, RPG, Third Person, Character Customization, Massively Multiplayer, Online Co-Op, Co-op, PvE, Sci-fi, Singleplayer, Space, Shooter, Lore-Rich, Hack and Slash, Parkour, Ninja"
236390,War Thunder,"Action, Massively Multiplayer, Simulation, Free To Play",Gaijin Entertainment,Gaijin Network Ltd,"15 Aug, 2013","Free to Play, Simulation, Vehicular Combat, Combat, World War II, Flight, VR, War, Military, Tanks, Multiplayer, Naval Combat, Modern, Massively Multiplayer, Cold War, Realistic, Shooter, Action, Third Person, Third-Person Shooter"
238960,Path of Exile,"Action, Adventure, Indie, Massively Multiplayer, RPG, Free To Play",Grinding Gear Games,Grinding Gear Games,"23 Oct, 2013","Free to Play, Dark Fantasy, Action RPG, Hack and Slash, Loot, MMORPG, Multiplayer, Dungeon Crawler, Isometric, Character Customization, RPG, Online Co-Op, Singleplayer, Inventory Management, Action, PvP, Horror, Massively Multiplayer, Fantasy, Adventure"
209870,Blacklight: Retribution,"Action, Free To Play","Hardsuit Labs, Inc.","Hardsuit Labs, Inc.","2 Jul, 2012","Free to Play, FPS, Multiplayer, Action, Shooter, Gun Customization, First-Person, Futuristic, Mechs, Co-op, Sci-fi, Military, Cyberpunk, Zombies, Singleplayer, Massively Multiplayer, Tactical, Fast-Paced, Competitive, RPG"
223710,Cry of Fear,"Action, Adventure, Indie",Team Psykskallar,Team Psykskallar,"25 Apr, 2013","Horror, Free to Play, Multiplayer, Psychological Horror, Survival Horror, Co-op, Atmospheric, Action, First-Person, Psychological, Indie, Online Co-Op, Singleplayer, FPS, Adventure, Zombies, Shooter, Survival, Mod, Massively Multiplayer"
216150,MapleStory,"Action, Adventure, Casual, Massively Multiplayer, RPG, Free To Play",NEXON Korea Corporation,Nexon America Inc.,"9 Aug, 2012","MMORPG, 2D Platformer, Character Customization, Loot, Free to Play, Side Scroller, PvE, Multiplayer, Multiple Endings, Co-op, Cute, Anime, Platformer, PvP, Third Person, Massively Multiplayer, Story Rich, RPG, 2D, Casual"
264380,Narcissu 1st & 2nd,Indie,stage-nana,Sekai Project,"24 Apr, 2015","Visual Novel, Anime, Free to Play, Indie, Story Rich, Great Soundtrack, Drama, Emotional, Casual, Singleplayer, Female Protagonist, Adventure, Crowdfunded, 2D, Cute, Atmospheric"
221040,Resident Evil 6,"Action, Adventure",Capcom,Capcom,"21 Mar, 2013","Zombies, Action, Co-op, Third-Person Shooter, Horror, Co-op Campaign, Online Co-Op, Multiplayer, Adventure, Split Screen, Third Person, Local Co-Op, Shooter, Quick-Time Events, Survival Horror, Survival, Singleplayer, Female Protagonist, Atmospheric, Gore"
225260,Brutal Legend,"Action, Adventure, Strategy",Double Fine Productions,Double Fine Productions,"26 Feb, 2013","Action, Comedy, Adventure, Great Soundtrack, Open World, Music, Hack and Slash, Strategy, Third Person, Funny, RTS, Fantasy, Singleplayer, Gothic, Action-Adventure, Multiplayer, Atmospheric, Beat 'em up, RPG, Action RPG"
210770,Sanctum 2,"Action, Indie, Strategy",Coffee Stain Studios,Coffee Stain Publishing,"15 May, 2013","Tower Defense, FPS, Co-op, Strategy, Action, Sci-fi, Indie, Online Co-Op, Multiplayer, First-Person, Shooter, Singleplayer, Survival, Aliens, Futuristic, Female Protagonist, Combat, Funny, Great Soundtrack, RPG"
222480,Resident Evil Revelations,"Action, Adventure",Capcom,Capcom,"23 May, 2013","Horror, Action, Zombies, Survival Horror, Third-Person Shooter, Adventure, Female Protagonist, Co-op, Third Person, Singleplayer, Online Co-Op, Multiplayer, Survival, Atmospheric, Shooter, Gore, Sci-fi, Great Soundtrack, Story Rich, Anime"
22300,Fallout 3,RPG,Bethesda Game Studios,Bethesda Softworks,"28 Oct, 2008","Open World, Post-apocalyptic, RPG, Singleplayer, Exploration, First-Person, Sci-fi, Moddable, Adventure, Action, FPS, Atmospheric, Shooter, Character Customization, Third Person, Story Rich, Sandbox, Action RPG, Horror, Female Protagonist"
3910,Sid Meier's Civilization® III Complete,Strategy,Firaxis Games,2K,"25 Oct, 2006","Strategy, Turn-Based Strategy, Turn-Based, Classic, 4X, Historical, Singleplayer, Multiplayer, Replay Value, Grand Strategy, Simulation, Military, Exploration, Addictive, City Builder, Old School, War, Isometric, Diplomacy, Alternate History"
65930,The Bureau: XCOM Declassified,Action,2K Marin,2K,"22 Aug, 2013","Action, Tactical, Sci-fi, Third-Person Shooter, Singleplayer, Third Person, Aliens, Strategy, Shooter, RPG, Atmospheric, Adventure, Cold War, Story Rich, Multiplayer, Open World, Noir, Stealth, Retro, Turn-Based"
242760,The Forest,"Action, Adventure, Indie, Simulation",Endnight Games Ltd,Endnight Games Ltd,"30 Apr, 2018","Open World Survival Craft, Survival, Open World, Horror, Crafting, Adventure, Building, Survival Horror, First-Person, Action, Exploration, Sandbox, Singleplayer, Atmospheric, Simulation, Gore, Realistic, Indie, Zombies, Early Access"
218620,PAYDAY 2,"Action, RPG",OVERKILL - a Starbreeze Studio.,Starbreeze Publishing AB,"13 Aug, 2013","Co-op, Action, FPS, Heist, Multiplayer, Looter Shooter, Online Co-Op, Stealth, Crime, Shooter, Team-Based, First-Person, Great Soundtrack, Gun Customization, Tactical, PvE, Strategy, Singleplayer, Funny, Simulation"
206420,Saints Row IV: Re-Elected,"Action, Adventure",Deep Silver Volition,Deep Silver,"22 Aug, 2013","Open World, Action, Comedy, Co-op, Third-Person Shooter, Character Customization, Superhero, Sandbox, Funny, Third Person, Adventure, Online Co-Op, Aliens, Parody , Multiplayer, Singleplayer, Great Soundtrack, Sci-fi, Dark Humor, Female Protagonist"
107410,Arma 3,"Action, Simulation, Strategy",Bohemia Interactive,Bohemia Interactive,"12 Sep, 2013","Military, Action, Multiplayer, Shooter, Simulation, Realistic, First-Person, Open World, Tactical, FPS, War, Co-op, Strategy, Sandbox, Singleplayer, Moddable, Combat, Online Co-Op, Team-Based, Third-Person Shooter"
219990,Grim Dawn,"Action, Adventure, Indie, RPG",Crate Entertainment,Crate Entertainment,"25 Feb, 2016","Action RPG, Hack and Slash, Loot, Isometric, Dark Fantasy, RPG, Dungeon Crawler, Co-op, Singleplayer, Character Customization, Dark, Multiplayer, Adventure, Fantasy, Action, Atmospheric, Post-apocalyptic, Crafting, Moddable, Choices Matter"
233130,Shadow Warrior,"Action, Adventure",Flying Wild Hog,Devolver Digital,"26 Sep, 2013","Action, FPS, Swordplay, Gore, Comedy, First-Person, Hack and Slash, Singleplayer, Shooter, Adventure, Old School, Ninja, Dark Humor, Great Soundtrack, Demons, Reboot, Funny, Remake, Classic, Atmospheric"
255520,Viscera Cleanup Detail: Shadow Warrior,"Indie, Simulation",RuneStorm,Devolver Digital,"11 Oct, 2013","Simulation, Gore, First-Person, Indie, Blood, Action, Comedy, Funny, Multiplayer, Singleplayer, Casual, Co-op, Short, FPS, Horror"
261110,Killer is Dead - Nightmare Edition,Action,KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,Deep Silver,"23 May, 2014","Action, Hack and Slash, Surreal, Singleplayer, Stylized, Character Action Game, Gore, Spectacle fighter, Third Person, Adventure, Great Soundtrack, Atmospheric, Swordplay, Comedy, Story Rich, Dating Sim, Violent, Cyberpunk, Beat 'em up, Sexual Content"
261640,Borderlands: The Pre-Sequel,"Action, RPG","2K Australia, Gearbox Software, Aspyr (Linux)","2K, Aspyr (Linux)","16 Oct, 2014","Looter Shooter, Co-op, FPS, Action, Comedy, Loot, RPG, Open World, Multiplayer, Shooter, Funny, Online Co-Op, First-Person, Space, Adventure, Sci-fi, Action RPG, Singleplayer, Memes, Atmospheric"
264710,Subnautica,"Adventure, Indie",Unknown Worlds Entertainment,"Unknown Worlds Entertainment, KRAFTON, Inc.","23 Jan, 2018","Open World Survival Craft, Survival, Horror, Open World, Underwater, Exploration, Crafting, Base-Building, Singleplayer, Adventure, First-Person, Sci-fi, Multiplayer, Sandbox, Atmospheric, Aliens, Survival Horror, VR, Action, Indie"
211820,Starbound,"Action, Adventure, Casual, Indie, RPG",Chucklefish,Chucklefish,"22 Jul, 2016","Open World Survival Craft, Sandbox, Survival, Space, Adventure, Crafting, Pixel Graphics, Online Co-Op, Multiplayer, Open World, Exploration, Relaxing, Indie, 2D, Action, Building, Co-op, RPG, Atmospheric, Sci-fi"
39140,FINAL FANTASY VII,RPG,Square Enix,Square Enix,"4 Jul, 2013","JRPG, RPG, Classic, Turn-Based, Story Rich, Singleplayer, Great Soundtrack, Fantasy, Retro, Adventure, Party-Based RPG, Epic, Sci-fi, Open World, Cyberpunk, Atmospheric, Dystopian , Exploration, 1990's, Strategy"
39150,FINAL FANTASY VIII,RPG,Square Enix,Square Enix,"5 Dec, 2013","JRPG, RPG, Classic, Singleplayer, Great Soundtrack, Turn-Based, Story Rich, Fantasy, Card Game, Sci-fi, Adventure, Open World, Retro, Nostalgia, Romance, Atmospheric, 1990's, Action, Epic, Controller"
235460,METAL GEAR RISING: REVENGEANCE,Action,PlatinumGames,KONAMI,"9 Jan, 2014","Great Soundtrack, Hack and Slash, Action, Spectacle fighter, Swordplay, Character Action Game, Singleplayer, Third Person, Fast-Paced, Ninja, Gore, Story Rich, Cyberpunk, Difficult, Sci-fi, Replay Value, Mechs, Beat 'em up, Adventure, Stealth"
57300,Amnesia: The Dark Descent,"Action, Adventure, Indie",Frictional Games,Frictional Games,"8 Sep, 2010","Horror, Gore, Psychological Horror, Survival Horror, Atmospheric, Puzzle, First-Person, Nudity, Dark, Lovecraftian, Adventure, Indie, Singleplayer, Stealth, Exploration, Action, Walking Simulator, Physics, Story Rich, Surreal"
239200,Amnesia: A Machine for Pigs,"Action, Adventure, Indie",The Chinese Room,Frictional Games,"10 Sep, 2013","Horror, Walking Simulator, Atmospheric, Story Rich, First-Person, Psychological Horror, Exploration, Mystery, Interactive Fiction, Singleplayer, Adventure, Indie, Survival Horror, Dark, Narration, Short, Lovecraftian, Action, Puzzle, Linear"
244850,Space Engineers,"Action, Indie, Simulation, Strategy",Keen Software House,Keen Software House,"28 Feb, 2019","Space, Sandbox, Building, Open World Survival Craft, Multiplayer, Survival, Simulation, Open World, Physics, Crafting, Destruction, Co-op, Futuristic, Sci-fi, Indie, Singleplayer, Action, Strategy, Adventure, Early Access"
254700,Resident Evil 4 (2005),"Action, Adventure",Capcom,Capcom,"27 Feb, 2014","Inventory Management, Survival Horror, Action, Zombies, Horror, Third-Person Shooter, Singleplayer, Adventure, Classic, Third Person, Quick-Time Events, Atmospheric, Survival, Shooter, Gore, Replay Value, Great Soundtrack, Remake, Difficult, VR"
282900,Hyperdimension Neptunia Re;Birth1,"RPG, Strategy","IDEA FACTORY Co., Ltd., COMPILE HEART Co., Ltd., FELISTELLA Co., Ltd.","Idea Factory International, Inc., IDEA FACTORY Co., Ltd.","29 Jan, 2015","Anime, JRPG, Female Protagonist, Cute, RPG, Singleplayer, Comedy, Funny, Turn-Based, Visual Novel, Turn-Based Combat, Great Soundtrack, Strategy, Story Rich, Nudity, Memes, Adventure, Action, Sci-fi, Casual"
286040,Dead Effect,"Action, Indie","BadFly Interactive, a.s.","BadFly Interactive, a.s.","17 Dec, 2014","Zombies, FPS, Action, Horror, Shooter, Singleplayer, Indie, Multiplayer, Survival, Sci-fi, Gore, First-Person, Space, Survival Horror, Atmospheric, Bullet Time, Co-op, Short"
287700,METAL GEAR SOLID V: THE PHANTOM PAIN,"Action, Adventure",KONAMI,KONAMI,"1 Sep, 2015","Stealth, Open World, Action, Story Rich, Tactical, Cinematic, Third Person, Great Soundtrack, Singleplayer, Atmospheric, Adventure, Horses, Third-Person Shooter, Multiplayer, Shooter, Replay Value, Sandbox, Dark, Sci-fi, Heist"
291410,Duelyst,"Free To Play, Indie, Strategy",Counterplay Games Inc.,BANDAI NAMCO Entertainment America,"23 Aug, 2016","Card Battler, Free to Play, Deckbuilding, Card Game, Strategy, Pixel Graphics, Turn-Based Tactics, Turn-Based Strategy, Multiplayer, Turn-Based Combat, Tactical, Trading Card Game, Indie, Turn-Based, Fantasy, Anime, Board Game"
108600,Project Zomboid,"Indie, RPG, Simulation, Early Access",The Indie Stone,The Indie Stone,"8 Nov, 2013","Survival, Zombies, Open World, Multiplayer, Open World Survival Craft, Sandbox, Post-apocalyptic, Co-op, Crafting, Building, Indie, Simulation, RPG, Survival Horror, Realistic, Isometric, Singleplayer, 2D, Adventure, Early Access"
301520,Robocraft,"Action, Indie, Massively Multiplayer, RPG, Simulation, Free To Play",Freejam,Freejam,"24 Aug, 2017","Free to Play, Robots, Building, Multiplayer, Action, Shooter, PvP, Massively Multiplayer, Sandbox, Crafting, Third-Person Shooter, Sci-fi, Strategy, Simulation, Early Access, Indie, Open World, Funny, Adventure, RPG"
302830,BLOCKADE 3D,"Action, Free To Play, Early Access",Novalink,Novalink,"19 Dec, 2014","Free to Play, Shooter, Multiplayer, FPS, Action, Building, Zombies, Early Access, Pixel Graphics, Online Co-Op, Survival, Sandbox, Co-op, 3D Vision, Massively Multiplayer, Funny, Adventure, Open World, Casual, Controller"
304050,Trove,"Action, Adventure, Casual, Massively Multiplayer, RPG, Free To Play",gamigo US Inc.,gamigo US Inc.,"9 Jul, 2015","Free to Play, Open World, Sandbox, Pixel Graphics, Fantasy, MMORPG, Voxel, Multiplayer, Crafting, Family Friendly, Replay Value, RPG, Building, Procedural Generation, Adventure, Dungeon Crawler, Massively Multiplayer, Nostalgia, Action, Colorful"
304930,Unturned,"Action, Adventure, Casual, Indie, Free To Play",Smartly Dressed Games,Smartly Dressed Games,"7 Jul, 2017","Free to Play, Survival, Zombies, Multiplayer, Open World, Co-op, Sandbox, Crafting, Shooter, Adventure, Post-apocalyptic, First-Person, Singleplayer, Looter Shooter, FPS, Action, Massively Multiplayer, Indie, Atmospheric, Casual"
311690,Enter the Gungeon,"Action, Adventure, Indie",Dodge Roll,Devolver Digital,"5 Apr, 2016","Bullet Hell, Action Roguelike, Rogue-like, Pixel Graphics, Difficult, Dungeon Crawler, Indie, Local Co-Op, Multiplayer, Twin Stick Shooter, Co-op, Action, 2D, Top-Down, Shooter, Singleplayer, Loot, Rogue-lite, Cute, Funny"
291480,Warface: Clutch,"Action, Massively Multiplayer, Free To Play",MY.GAMES,MY.GAMES,"1 Jul, 2014","Free to Play, FPS, Multiplayer, Shooter, Action, PvP, Co-op, Gun Customization, Character Customization, First-Person, Online Co-Op, Team-Based, Tactical, Realistic, Class-Based, Massively Multiplayer, Military, PvE, War, Competitive"
268420,Aura Kingdom,"Adventure, Casual, Free To Play, Massively Multiplayer, RPG",X-Legend,Aeria Games,"4 Jul, 2014","Anime, Free to Play, MMORPG, RPG, Massively Multiplayer, Adventure, PvE, Multiplayer, Fantasy, Open World, Character Customization, Action, JRPG, Cute, Third Person, Magic, Online Co-Op, Dungeon Crawler, Co-op, Exploration"
227940,Heroes & Generals,"Action, Free To Play, Indie, Massively Multiplayer, Strategy",TLM Partners,TLM Partners,"18 Oct, 2016","Free to Play, World War II, FPS, Multiplayer, War, Shooter, Action, First-Person, Massively Multiplayer, Strategy, Tactical, Co-op, Historical, Open World, Simulation, Atmospheric, Adventure, Indie, Early Access, RTS"
318100,AXYOS,"Action, Casual, Indie, Massively Multiplayer, Strategy",Axyos Games,Axyos Games,"1 Aug, 2018","Hero Shooter, FPS, Wargame, MOBA, Multiplayer, PvP, PvE, Shooter, Strategy, First-Person, 3D, Open World, Action, Casual, Realistic, Military, Sniper, Survival, War, Modern"
321870,Silence of the Sleep,"Adventure, Indie",Jesse Makkonen,Jesse Makkonen,"1 Oct, 2014","Horror, Adventure, Indie, Psychological Horror, Singleplayer, Puzzle, Atmospheric, 2D, Side Scroller, Dark, Great Soundtrack, Story Rich, Mystery, Psychological, Emotional, Point & Click, Survival Horror"
302510,Ryse: Son of Rome,Action,Crytek,Crytek ,"10 Oct, 2014","Hack and Slash, Action, Quick-Time Events, Rome, Historical, Third Person, Singleplayer, Gore, Adventure, Linear, War, Atmospheric, Nudity, RPG, Multiplayer, Co-op, Open World, Benchmark, Short, Fantasy"
241930,Middle-earth™: Shadow of Mordor™,,Monolith Productions,"Warner Bros. Interactive Entertainment, Warner Bros. Games","30 Sep, 2014","Open World, Action, Fantasy, Adventure, Third Person, Stealth, Singleplayer, RPG, Action RPG, Assassin, Hack and Slash, Gore, Parkour, Story Rich, Atmospheric, Dark Fantasy, Magic, Lore-Rich, Based On A Novel, Sandbox"
307690,Sleeping Dogs: Definitive Edition,"Action, Adventure, Racing","United Front Games, Feral Interactive (Mac)","Square Enix, Feral Interactive (Mac)","8 Oct, 2014","Open World, Action, Martial Arts, Crime, Singleplayer, Third Person, Story Rich, Parkour, Adventure, Multiplayer, Gore, Mature, Racing, Atmospheric, Shooter, Third-Person Shooter, Sandbox, Great Soundtrack, Fighting, Remake"
238320,Outlast,"Action, Adventure, Indie",Red Barrels,Red Barrels,"4 Sep, 2013","Horror, First-Person, Survival Horror, Atmospheric, Psychological Horror, Gore, Singleplayer, Survival, Dark, Adventure, Action, Multiplayer, Indie, Stealth, Nudity, Parkour, Difficult, Walking Simulator, 3D Vision, Sci-fi"
331470,Everlasting Summer,"Adventure, Casual, Indie, Free To Play",Soviet Games,Soviet Games,"19 Nov, 2014","Visual Novel, Story Rich, Free to Play, Anime, Great Soundtrack, Choices Matter, Mature, Romance, Singleplayer, Nudity, Multiple Endings, 2D, Dating Sim, Replay Value, Mystery, Adventure, Comedy, Indie, Classic, Casual"
333930,Dirty Bomb®,"Action, Free To Play",Splash Damage,Warchest Ltd.,"2 Jun, 2015","Hero Shooter, Free to Play, FPS, Multiplayer, Shooter, Action, Team-Based, First-Person, Fast-Paced, Co-op, PvP, Class-Based, Competitive, Massively Multiplayer, Parkour, Post-apocalyptic, Controller, Singleplayer, Open World, Gore"
335300,DARK SOULS™ II: Scholar of the First Sin,"Action, RPG","FromSoftware, Inc.","Bandai Namco Entertainment, FromSoftware, Inc.","1 Apr, 2015","Souls-like, Dark Fantasy, RPG, Difficult, Action, Third Person, Atmospheric, Action RPG, Character Customization, Co-op, Multiplayer, Adventure, Fantasy, Medieval, Dark, Singleplayer, Lore-Rich, Story Rich, PvP, Remake"
335330,Brick-Force,"Action, Free To Play",Exe Games Inc.,Infernum Games GmbH,"11 Dec, 2014","Free to Play, Multiplayer, FPS, Building, Shooter, Action, PvP, Sandbox, Zombies, Competitive, Co-op, First-Person, Funny, Open World, Survival, Casual, Massively Multiplayer, Adventure, Singleplayer, Indie"
336670,HIT,Free To Play,Shifty Chair Games,Shifty Chair Games,"9 Feb, 2015","Free to Play, Multiplayer, Funny, Action, Shooter, FPS, Comedy, Third-Person Shooter, Co-op, Open World, Gore, First-Person, Survival, Controller, Casual, Singleplayer"
319630,Life is Strange - Episode 1,"Action, Adventure","DONTNOD Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","Square Enix, Feral interactive (Mac), Feral Interactive (Linux)","29 Jan, 2015","Story Rich, Choices Matter, Great Soundtrack, Female Protagonist, Time Travel, Atmospheric, Episodic, Singleplayer, Adventure, Time Manipulation, Multiple Endings, Mystery, Third Person, Point & Click, Indie, Walking Simulator, Casual, Action, LGBTQ+, Memes"
304240,Resident Evil,"Action, Adventure","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","19 Jan, 2015","Survival Horror, Zombies, Horror, Classic, Remake, Atmospheric, Singleplayer, Puzzle, Survival, Adventure, Third Person, Action, Female Protagonist, Cult Classic, Story Rich, Difficult, Gore, Shooter, Great Soundtrack, Third-Person Shooter"
323470,DRAGON BALL XENOVERSE,Action,DIMPS,BANDAI NAMCO Entertainment,"26 Feb, 2015","Anime, Fighting, Action, Character Customization, Multiplayer, Co-op, Adventure, Singleplayer, RPG, Online Co-Op, Third Person, Fantasy, Dragons, Beat 'em up, Controller, Open World, Action RPG, Funny, Fast-Paced, Local Co-Op"
348620,Voices from the Sea,"Adventure, Casual, Indie, Free To Play",Zeiva Inc,Zeiva Inc,"24 Mar, 2015","Free to Play, Visual Novel, Anime, Casual, Indie, Adventure, Cute, Singleplayer, Fantasy, Family Friendly, Supernatural, Story Rich, Linear, Atmospheric, Interactive Fiction, Crowdfunded, Funny, Comedy, Point & Click, Choose Your Own Adventure"
353270,Hyperdimension Neptunia Re;Birth3 V Generation,"RPG, Strategy","Idea Factory, Compile Heart, Felistella","Idea Factory, Idea Factory International","30 Oct, 2015","Anime, JRPG, Female Protagonist, RPG, Cute, Singleplayer, Funny, Comedy, Nudity, Turn-Based, Story Rich, Adventure, Visual Novel, Turn-Based Combat, Strategy, Great Soundtrack, Action, Memes, Fantasy, Sexual Content"
