game_id,name,genres,developer,publisher,release_date,tags
207230,ArcheBlade™,"Action, Free To Play, Indie",CodeBrush Games,Codebrush Games,"25 Apr, 2014","Free to Play, Anime, Action, Fighting, Multiplayer, Massively Multiplayer, MOBA, Indie, PvP, MMORPG, Third Person, Hack and Slash, RPG, Adventure, Fantasy, Team-Based, Female Protagonist, Online Co-Op, Co-op, Third-Person Shooter"
208090,Loadout,"Action, Free To Play, Indie",Edge of Reality,Edge of Reality,"31 Jan, 2014","Free to Play, Third-Person Shooter, Action, Gore, Multiplayer, Gun Customization, Shooter, Funny, Fast-Paced, Indie, Comedy, Mature, Character Customization, Third Person, Blood, Cartoony, Massively Multiplayer, Co-op, Crafting, Arena Shooter"
211500,RaceRoom Racing Experience,"Racing, Simulation, Sports, Free To Play",KW Studios,"KW Studios, RaceRoom Entertainment AG","12 Feb, 2013","Free to Play, Racing, Automobile Sim, Realistic, Multiplayer, Driving, Simulation, Competitive, Physics, PvP, Difficult, Sports, Controller, VR, Singleplayer, First-Person, Massively Multiplayer, e-sports, Co-op, Artificial Intelligence"
212070,Star Conflict,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Free To Play",Star Gem Inc.,Gaijin Network Ltd,"27 Feb, 2013","Online Co-Op, Free to Play, Space Sim, Open World, Massively Multiplayer, Action, PvE, Trading, Sandbox, Shooter, Flight, Crafting, 3D, Choose Your Own Adventure, RPG, Third Person, Sci-fi, Atmospheric, Science, Aliens"
212160,Vindictus,"Action, Adventure, Massively Multiplayer, RPG, Free To Play",devCAT,NEXON Korea Corp. & NEXON America Inc.,"22 Jun, 2012","Free to Play, Hack and Slash, Massively Multiplayer, Action, MMORPG, RPG, Character Customization, Nudity, Adventure, Multiplayer, Third Person, Co-op, Action RPG, Fantasy, Open World, PvP, Singleplayer, Violent, Fast-Paced, Gore"
212390,Continent of the Ninth Seal,"Action, Massively Multiplayer, RPG, Free To Play","VALOFE, Webzen",VALOFE,"13 Sep, 2012","Free to Play, RPG, Massively Multiplayer, Action, MMORPG, Hack and Slash, Character Customization, Adventure, Open World, Multiplayer, PvP, Fantasy"
212500,The Lord of the Rings Online™,"Action, Adventure, Massively Multiplayer, RPG, Free To Play",Standing Stone Games,Daybreak Game Company LLC,"6 Jun, 2012","Free to Play, MMORPG, Massively Multiplayer, Open World, Fantasy, RPG, Adventure, Multiplayer, Character Customization, Based On A Novel, Exploration, Action, Story Rich, Online Co-Op, Co-op, Survival, Third Person, Singleplayer, PvP, Dark Fantasy"
212800,Super Crate Box,"Action, Indie, Free To Play",Vlambeer,Vlambeer,"29 Aug, 2012","Free to Play, Indie, Platformer, Pixel Graphics, Action, 2D, Shooter, Arcade, Multiplayer, Singleplayer, Difficult, Retro, Addictive, GameMaker, Fast-Paced, Controller, Co-op, Great Soundtrack, Family Friendly, Rogue-like"
213650,Dwarfs - F2P,"Casual, Free To Play, Indie, Strategy",Power of 2,Tripwire Interactive,"18 Oct, 2012","Free to Play, Strategy, Dwarf, Casual, Indie, Singleplayer, Arcade, Mining, 2D, Sandbox, Multiplayer, RTS, Top-Down, Funny"
215870,Dungeon-Party,"Massively Multiplayer, Free To Play",Cyanide Studio,Nacon,"13 Mar, 2013","Free to Play, Massively Multiplayer, Multiplayer, RPG, Action, MOBA"
218230,PlanetSide 2,"Action, Massively Multiplayer, Free To Play",Rogue Planet Games,Daybreak Game Company,"20 Nov, 2012","Free to Play, FPS, Massively Multiplayer, Shooter, Action, Open World, Multiplayer, Team-Based, Sci-fi, War, Tactical, First-Person, PvP, Futuristic, Online Co-Op, Co-op, Strategy, Space, Adventure, RPG"
1083500,PlanetSide 2 - Test,"Action, Free To Play, Massively Multiplayer",Rogue Planet Games,Daybreak Game Company,"13 May, 2019",
219340,The Banner Saga: Factions,"Free To Play, Indie, RPG, Strategy",Stoic,Versus Evil,"25 Feb, 2013","Free to Play, Strategy, Indie, RPG, Turn-Based Strategy, Turn-Based, Tactical, Fantasy, Multiplayer, Vikings, 2D"
222520,Champions of Regnum,"Free To Play, Indie, Massively Multiplayer, RPG",Nimble Giant Entertainment,Nimble Giant Entertainment,"27 Feb, 2013","Free to Play, RPG, Massively Multiplayer, MMORPG, Indie, Multiplayer, Open World, PvP, Dwarf, Adventure, Strategy"
234310,March of War,"Action, Free To Play, Massively Multiplayer, Strategy",ISOTX,ISOTX,"10 Jun, 2014","Free to Play, Strategy, Massively Multiplayer, Action, Turn-Based Strategy, Multiplayer, Turn-Based, War, Tactical, Singleplayer, Grand Strategy, PvP, Competitive, Historical, World War II, Co-op, RTS, Adventure, FPS, Indie"
238070,Shadow Warrior Classic (1997),Action,3D Realms,Devolver Digital,,"FPS, Classic, Free to Play, Action, Retro, Singleplayer, Gore, Shooter, 1990's, Ninja, First-Person, Comedy, Old School, Difficult, Multiplayer, Pixel Graphics, Funny, Nudity"
238260,Pinball Arcade,"Free To Play, Simulation",FarSight Studios,FarSight Studios,"4 Nov, 2013","Pinball, Free to Play, Simulation, Arcade, Classic, Casual, Singleplayer, Multiplayer, Retro, Action, 1980s"
240320,Panzar,"Action, Massively Multiplayer, RPG, Free To Play",Panzar Studio,OVALIS INVESTMENTS LIMITED,"25 Nov, 2013","Free to Play, Action, Multiplayer, Massively Multiplayer, RPG, PvP, Fantasy, Third Person, MOBA, Co-op, MMORPG, Gore, PvE, Open World, Survival, Crafting, Adventure, Nudity, Action RPG, Dwarf"
258700,Dragon Nest Europe,"Action, Adventure, Free To Play, Massively Multiplayer, RPG",Eyedentity Games,Cherry Credits,"9 Jan, 2014",
263500,Dragons and Titans,"Action, Adventure, Free To Play, Indie, RPG",Wyrmbyte,Versus Evil	,"12 Mar, 2014","Free to Play, Dragons, MOBA, Multiplayer, RPG, Action, Adventure, Singleplayer, Co-op, Fantasy, Indie, PvP, Massively Multiplayer, Strategy, Survival, MMORPG, Open World, FPS, Sandbox, Atmospheric"
280620,Fiesta Online,"Action, Adventure, Casual, Massively Multiplayer, RPG, Simulation, Free To Play",gamigo AG,gamigo AG,"28 Apr, 2014","Free to Play, Anime, Massively Multiplayer, RPG, MMORPG, Multiplayer, Fantasy, Open World"
286080,Thinking with Time Machine,"Action, Adventure, Indie, Free To Play",Stridemann,SignHead Studio,"18 Apr, 2014","Free to Play, Mod, Puzzle, Adventure, Time Travel, Action, Indie, First-Person, Singleplayer, Multiplayer, FPS, Masterpiece, Female Protagonist, Sci-fi, Funny, Epic, Strategy, Difficult, Co-op, Story Rich"
3483,Peggle Extreme,"Casual, Free To Play","PopCap Games, Inc.",Electronic Arts,"11 Sep, 2007","Casual, Free to Play, Puzzle, Psychological Horror, Classic, Mouse only, Arcade, 2D, Singleplayer, Action, Hentai"
29150,Mightier,Indie,Lucas Pope and Keiko Ishizaka,,"19 Mar, 2009","Indie, Free to Play"
31500,COIL,"Casual, Indie",Edmund McMillen and Florian Himsl,,"19 Mar, 2009","Indie, Casual, Free to Play"
39000,Moonbase Alpha,"Adventure, Simulation, Strategy","Virtual Heroes, Army Game Studio",NASA,"6 Jul, 2010","Space, Simulation, Free to Play, Multiplayer, Online Co-Op, Funny, Memes, Strategy, Adventure, Open World, Walking Simulator, Co-op, Sandbox, Realistic, Comedy, Third Person, Massively Multiplayer, Singleplayer, First-Person, Puzzle"
39120,RIFT,"Action, Adventure, Massively Multiplayer, RPG, Free To Play",gamigo US Inc.,gamigo US Inc.,"1 Mar, 2011","Free to Play, MMORPG, RPG, Fantasy, Open World, Old School, Nostalgia, Massively Multiplayer, Multiplayer, Adventure, Action, Character Customization, Co-op, PvP, Online Co-Op, Magic, Crafting, Third Person, Survival, 3D"
55370,Saints Row: The Third Initiation Station,Action,Volition,THQ,"1 Nov, 2011","Action, Free to Play"
95700,The Cat and the Coup,"Free To Play, Indie",Peter Brinson and Kurosh ValaNejad,"Peter Brinson and Kurosh ValaNejad, USC Games","15 Jun, 2011","Free to Play, Indie, Cats, Historical, Short, Puzzle, Singleplayer, Surreal"
206480,Dungeons & Dragons Online®,"Action, Adventure, Massively Multiplayer, RPG, Free To Play",Standing Stone Games,Daybreak Game Company LLC,"25 Jun, 2012","Free to Play, RPG, MMORPG, Dungeons & Dragons, Massively Multiplayer, Fantasy, Adventure, Multiplayer, Action, Dragons, Open World, Magic, Character Customization, Co-op, Dungeon Crawler, Third Person, Dwarf, Online Co-Op, Puzzle, Sandbox"
214420,Gear Up,"Action, Free To Play, Indie",Doctor Entertainment AB,Doctor Entertainment AB,"28 Jan, 2015","Free to Play, Multiplayer, Robots, Action, Shooter, Building, Tanks, PvP, Third Person, War, Sandbox, Massively Multiplayer, Indie, Open World, Strategy, Funny, Simulation, FPS, Adventure, Singleplayer"
217750,Age of Conan: Unchained,"Action, Adventure, Free To Play, Massively Multiplayer, RPG",Funcom,Funcom,"22 Feb, 2013","Free to Play, Massively Multiplayer, RPG, Adventure, Action, Nudity, MMORPG, Gore, Multiplayer, Sexual Content, Fantasy, Mature, Combat, Action RPG, Hack and Slash, Story Rich, Third Person, Swordplay, PvE, PvP"
218330,Smashmuck Champions,"Action, Free To Play, Indie, Early Access",Kiz Studios,Kiz Studios,"11 Sep, 2013","Early Access, Free to Play, MOBA, Action, Indie, Massively Multiplayer, Multiplayer"
221220,iPi Recorder 2,Animation & Modeling,iPi Soft ,iPi Soft ,,Animation & Modeling
232450,SolForge,"Casual, Free To Play, RPG, Strategy",Stone Blade Entertainment,Stone Blade Entertainment,"25 Jul, 2016","Free to Play, Card Game, Strategy, Trading Card Game, Casual, RPG, Multiplayer, Early Access"
234330,MARVEL Puzzle Quest,"Casual, RPG, Strategy, Free To Play",Broken Circle Studios,505 Go Inc,"5 Dec, 2013","Puzzle, Match 3, Free to Play, Superhero, RPG, Turn-Based, 2D, Turn-Based Combat, Collectathon, PvE, Casual, Asynchronous Multiplayer, Comic Book, PvP, Strategy RPG, Singleplayer, Party-Based RPG, Strategy, Touch-Friendly, Multiplayer"
235400,King’s Bounty: Legions,"Adventure, Free To Play, Indie, Massively Multiplayer, RPG, Strategy",Nival,Nival,"10 Dec, 2013","Free to Play, Strategy, RPG, Turn-Based, Adventure, Massively Multiplayer, Turn-Based Strategy, Indie, Fantasy"
241660,Ohm Studio,"Audio Production, Software Training",GRAOUMF,Ohm Force,"9 Dec, 2013","Audio Production, Software Training, Utilities"
242590,Saints Row IV: Inauguration Station,"Action, Adventure",,,"6 Aug, 2013","Adventure, Action, Free to Play, Character Customization"
242720,GunZ 2: The Second Duel,"Action, Indie, Free To Play",Masangsoft,Masangsoft,"1 May, 2014","Free to Play, Action, Multiplayer, Third-Person Shooter, Hack and Slash, Shooter, Fast-Paced, Co-op, PvP, Parkour, Third Person, Fighting, FPS, Massively Multiplayer, RPG, Indie, Adventure, Singleplayer, Strategy, First-Person"
248570,Toribash,"Action, Indie, Strategy, Free To Play",Nabi Studios,"Nicalis, Inc.","16 May, 2014","Free to Play, 3D Fighter, Fighting, Physics, Multiplayer, Gore, Action, Strategy, Turn-Based, Martial Arts, Funny, Indie, Blood, Simulation, Sandbox, Moddable, Difficult, Parkour, Singleplayer, Turn-Based Strategy"
250420,8BitMMO,"Action, Adventure, Free To Play, Indie, Massively Multiplayer, RPG",Archive Entertainment,Archive Entertainment,"26 Jan, 2015","Free to Play, Building, Sandbox, Massively Multiplayer, Pixel Graphics, RPG, Adventure, 2D, MMORPG, Multiplayer, Action, Open World, Retro, PvP, Indie, Online Co-Op, Funny, Survival, Co-op, Isometric"
250600,The Plan,"Casual, Free To Play, Indie",Krillbite Studio,Krillbite Studio,"14 Feb, 2014","Free to Play, Indie, Atmospheric, Short, Casual, Singleplayer, Simulation, Beautiful, Great Soundtrack, Exploration, Music, Adventure, Experimental, Emotional, Flight, Relaxing, 2D, Nature, Walking Simulator, Funny"
250740,Ragnarok Online,"Free To Play, Massively Multiplayer, RPG",,Whybe Online,"31 Oct, 2013","Free to Play, RPG, Massively Multiplayer, MMORPG, Anime, Character Customization, Fantasy"
251670,Battle Nations,"Casual, Indie, Strategy, Free To Play",Madrona Games Inc,Madrona Games Inc,"18 Sep, 2014",
259020,Dragon's Prophet,"Action, Free To Play, Massively Multiplayer, RPG",Runewaker,Infernum Productions AG,"18 Sep, 2013","Free to Play, Dragons, Massively Multiplayer, RPG, Action, MMORPG, Open World, Adventure, Fantasy"
262410,World of Guns: Gun Disassembly,"Action, Casual, Indie, Simulation, Strategy, Free To Play",Noble Empire Corp.,Noble Empire Corp.,"21 May, 2014","Free to Play, Simulation, Gun Customization, Education, Singleplayer, Realistic, Military, Puzzle, Indie, Historical, America, First-Person, 3D, Animation & Modeling, Funny, Exploration, Logic, 3D Platformer, Old School, Relaxing"
265630,Fistful of Frags,"Action, Free To Play, Indie",Fistful of Frags Team,Fistful of Frags Team,"9 May, 2014","PvP, Arena Shooter, FPS, PvE, Western, Survival, Shooter, First-Person, Historical, Funny, Action, Simulation, Comedy, Adventure, Massively Multiplayer, Co-op, Multiplayer, Online Co-Op, Free to Play, Mod"
265770,Cannons Lasers Rockets,"Action, Free To Play, Indie, Massively Multiplayer",Net Games Laboratory,Net Games Distribution LTD,"25 Aug, 2014","Free to Play, Space, Action, Massively Multiplayer, Multiplayer, Indie, MOBA, Sci-fi, Open World, Adventure, FPS, Shooter"
272060,Serena,"Adventure, Indie",Senscape,Senscape,"30 Jan, 2014","Horror, Free to Play, Indie, Point & Click, Psychological Horror, Story Rich, Adventure, Dark, Short, First-Person, Mystery, Atmospheric, Multiplayer, Singleplayer, Puzzle, Walking Simulator, Hidden Object, Co-op, Exploration, Romance"
286100,You Have to Win the Game,"Action, Indie",Minor Key Games,Minor Key Games,"6 May, 2014","Metroidvania, Free to Play, Retro, Platformer, Indie, 2D, Pixel Graphics, Difficult, Singleplayer, Precision Platformer, Action, Adventure, Exploration, Old School, Arcade, Side Scroller, Great Soundtrack, Classic, Controller, Open World"
291150,Evolution RTS,"Casual, Free To Play, Simulation, Strategy",Forboding Angel,,"7 Apr, 2014","Strategy, Free to Play, RTS, Simulation, Casual, Sci-fi, Multiplayer, Action, Singleplayer, Adventure, Building"
224260,No More Room in Hell,"Action, Indie, Free To Play",No More Room in Hell Team,Lever Games,"31 Oct, 2013","Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer"
227160,Kinetic Void,"Action, Indie, Simulation",Badland Studio,Badland Studio,"21 Nov, 2014","Space, Simulation, Indie, Action, Sandbox, Sci-fi, Singleplayer, Building, Space Sim, Adventure, Open World, Early Access"
204240,The Bridge,"Adventure, Casual, Indie, Strategy","Ty Taylor and Vega Castañeda, The Quantum Astrophysicists Guild",The Quantum Astrophysicists Guild,"22 Feb, 2013","Puzzle-Platformer, Hand-drawn, Surreal, Physics, 2D, Puzzle, Singleplayer, Emotional, Logic, Indie, Strategy, Platformer, Difficult, Atmospheric, Casual, Adventure, Stylized, Abstract, Philosophical, Dark"
224580,Arma II: DayZ Mod,"Action, Simulation, Strategy",Bohemia Interactive,Bohemia Interactive,"21 Feb, 2013","Zombies, Survival, Action, Multiplayer, Open World, Simulation, Free to Play, Shooter, Strategy, Adventure, Mod, FPS, Walking Simulator, Massively Multiplayer, Co-op, Third-Person Shooter, Horror, Sandbox, RPG, Moddable"
232950,Bridge Project,Simulation,Halycon Media GmbH & Co. KG,THQ Nordic,"28 Mar, 2013","Simulation, Building, Physics, Puzzle, Singleplayer"
220660,StarDrive,"Indie, Strategy",Zero Sum Games,,"26 Apr, 2013","Strategy, 4X, Space, Indie, Sci-fi, RTS, Singleplayer, Real-Time, Exploration"
225420,Cities in Motion 2,"Simulation, Strategy",Colossal Order Ltd.,Paradox Interactive,"2 Apr, 2013","Simulation, Strategy, Transportation, Management, City Builder, Sandbox, Economy, Building, Singleplayer, Trains, Multiplayer, Co-op"
227860,Castle Story,"Indie, Simulation, Strategy",Sauropod Studio,Sauropod Studio,"17 Aug, 2017","Colony Sim, Strategy, Building, Sandbox, Multiplayer, Survival, Open World Survival Craft, Indie, Singleplayer, Tower Defense, Open World, Crafting, Co-op, RTS, Simulation, Early Access, Kickstarter, Voxel, Adventure, Casual"
233740,Organ Trail: Director's Cut,"Indie, Strategy",The Men Who Wear Many Hats,The Men Who Wear Many Hats,"19 Mar, 2013","Zombies, Indie, Retro, Strategy, Post-apocalyptic, Pixel Graphics, Singleplayer, Perma Death, Adventure, Survival, 2D, Simulation, RPG, Parody , Rogue-like, Comedy, Great Soundtrack, Action, Horror, Kickstarter"
232770,POSTAL,"Action, Indie",Running With Scissors,Running With Scissors,"14 Nov, 1997","Horror, Villain Protagonist, Psychological Horror, Top-Down Shooter, Shooter, Twin Stick Shooter, Isometric, Difficult, Dark Humor, Top-Down, Dark Comedy, Surreal, Action, 1990's, Psychological, Atmospheric, Linear, Hand-drawn, Comedy, Level Editor"
233450,Prison Architect,"Indie, Simulation, Strategy","Introversion Software, Double Eleven",Paradox Interactive,"6 Oct, 2015","Simulation, Building, Sandbox, Base-Building, Colony Sim, Strategy, Management, City Builder, 2D, Top-Down, Multiplayer, Resource Management, Economy, Singleplayer, Moddable, Capitalism, Funny, Replay Value, Indie, Casual"
219190,Ultratron,"Action, Indie",Puppygames,Puppygames,"18 Mar, 2013","Indie, Action, Arcade, Retro, Twin Stick Shooter, Local Co-Op, Pixel Graphics, Shoot 'Em Up, Sci-fi, Singleplayer, Shooter, Robots, 2D, Bullet Hell, Difficult"
233510,Lunnye Devitsy,"Casual, Indie",Boss Baddie,Boss Baddie,"1 Jul, 2009","Exploration, Metroidvania, Side Scroller, 2D Platformer, Collectathon, Puzzle, Difficult, Platformer, Walking Simulator, Action-Adventure, Female Protagonist, 2D, Relaxing, Multiple Endings, Open World, Nonlinear, Story Rich, Action, Casual, Minimalist"
233530,Wake,"Action, Indie",Boss Baddie,Boss Baddie,,"Indie, Action, Platformer, Metroidvania"
233720,Surgeon Simulator,"Action, Indie, Simulation",Bossa Studios,Infogrames,"19 Apr, 2013","Simulation, Funny, Physics, Comedy, Medical Sim, Indie, Dark Humor, Difficult, Puzzle, Intentionally Awkward Controls, VR, First-Person, Casual, Aliens, Singleplayer, Dark, Action, Blood, Gore, Great Soundtrack"
234710,Poker Night 2,"Casual, Sports",Telltale Games,Telltale Games,"26 Apr, 2013","Card Game, Comedy, Casual, Singleplayer, Gambling, Funny, Strategy, Sports, Point & Click, Atmospheric, Board Game, Simulation, Controller"
228440,Cubemen 2,"Indie, Strategy",3 Sprockets,3 Sprockets,"8 Apr, 2013","Indie, Strategy, Tower Defense, Multiplayer, Singleplayer"
44350,GRID 2,"Racing, Sports",Codemasters Racing,Codemasters,,"Racing, Driving, Sports, Multiplayer, Simulation, Arcade, Singleplayer, Realistic, Action, Controller, Split Screen, Local Multiplayer, Open World, Co-op, Online Co-Op, Casual, First-Person, Local Co-Op, 3D Vision, Automobile Sim"
113020,Monaco: What's Yours Is Mine,"Action, Adventure, Casual, Indie, Strategy",Pocketwatch Games,Humble Games,"24 Apr, 2013","Co-op, Stealth, Indie, Heist, Local Co-Op, Strategy, Online Co-Op, Top-Down, Action, Multiplayer, Crime, Casual, Great Soundtrack, Adventure, Pixel Graphics, Local Multiplayer, Controller, 2D, Singleplayer, Loot"
219740,Don't Starve,"Adventure, Indie, Simulation",Klei Entertainment,Klei Entertainment,"23 Apr, 2013","Survival, Open World Survival Craft, Crafting, Adventure, Indie, Sandbox, Singleplayer, Perma Death, Multiplayer, Open World, Exploration, Rogue-like, Replay Value, Moddable, Difficult, Simulation, 2D, Top-Down, Survival Horror, Horror"
227260,DisplayFusion,Utilities,Binary Fortress Software,Binary Fortress Software,"29 Mar, 2013","Utilities, Software"
228300,Remember Me,"Action, Adventure",DONTNOD Entertainment,Capcom,"6 Jun, 2013","Cyberpunk, Action, Female Protagonist, Sci-fi, Third Person, Adventure, Story Rich, Singleplayer, Great Soundtrack, Atmospheric, Dystopian , Futuristic, Parkour, Beat 'em up, Beautiful, Linear, Action-Adventure, Hack and Slash, Fighting, Platformer"
11340,Larva Mortus,"Action, Indie",,,"19 Mar, 2009","Action Roguelike, Bullet Hell, Hack and Slash, Shoot 'Em Up, Top-Down Shooter, Rogue-lite, Shooter, Action RPG, Arcade, Rogue-like, Character Customization, RPG, 2D, Top-Down, Horror, Controller, Action, Pixel Graphics, Fantasy, Magic"
234160,Strike Suit Infinity,"Action, Indie",Born Ready Games Ltd.,Born Ready Games,"30 Apr, 2013","Action, Indie, Mechs, Space, Arcade, Sci-fi, Shooter, Singleplayer, Simulation, Fast-Paced, Controller, Flight, Great Soundtrack"
220200,Kerbal Space Program,"Indie, Simulation",Squad,Private Division,"27 Apr, 2015","Space, Simulation, Sandbox, Physics, Science, Space Sim, Building, Moddable, Indie, Education, Open World, Singleplayer, Exploration, Funny, Sci-fi, Difficult, Adventure, Replay Value, Strategy, Comedy"
215690,Zeno Clash 2,"Action, Indie",ACE Team,SEGA,"30 Apr, 2013","Action, Indie, Surreal, Beat 'em up, Fighting, First-Person, Adventure, Co-op, Singleplayer, Open World, FPS, Atmospheric, Fantasy, Online Co-Op, Sci-fi"
204450,Call of Juarez: Gunslinger,Action,Techland,Techland Publishing,"May 22, 2013","Western, FPS, Action, Singleplayer, Shooter, Story Rich, Bullet Time, Comedy, First-Person, Narration, Adventure, Dynamic Narration, Funny, Violent, Atmospheric, Arcade, America, Gore, Historical, Alternate History"
238210,System Shock® 2 (Classic),"Action, RPG","Nightdive Studios, Irrational Games, Looking Glass Studios",Nightdive Studios,"10 May, 2013","Cyberpunk, RPG, Horror, Sci-fi, Classic, FPS, Immersive Sim, Survival Horror, Cult Classic, Action, First-Person, Space, Story Rich, Atmospheric, Great Soundtrack, Singleplayer, Inventory Management, Co-op, Shooter, Survival"
234490,Rush Bros.,"Action, Indie, Racing",XYLA Entertainment,Digital Tribe,"24 May, 2013","Indie, Racing, Platformer, Action, Music, Multiplayer, Local Co-Op, 2D, Local Multiplayer, Split Screen, Side Scroller, Singleplayer"
233980,UnEpic,"Action, Indie, RPG",@unepic_fran,Unepic Games,"25 Jul, 2014","RPG, Indie, Metroidvania, Platformer, Action, Comedy, 2D, Exploration, Fantasy, Adventure, Co-op, Singleplayer, Multiplayer, Funny, Side Scroller, Pixel Graphics, Retro, Magic, Epic, Online Co-Op"
206190,Gunpoint,"Action, Indie, Strategy",Suspicious Developments,Suspicious Developments,"3 Jun, 2013","Stealth, Indie, Puzzle, 2D, Pixel Graphics, Singleplayer, Comedy, Action, Strategy, Noir, Platformer, Great Soundtrack, Funny, Short, Hacking, Level Editor, GameMaker, Story Rich, Adventure, Sci-fi"
231160,The Swapper,"Action, Adventure, Indie","Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",Facepalm Games,"30 May, 2013","Puzzle, Sci-fi, Atmospheric, Indie, Space, Platformer, Puzzle-Platformer, Singleplayer, Adventure, Philosophical, Great Soundtrack, 2D, Psychological Horror, Metroidvania, Mystery, Exploration, Story Rich, Action, Side Scroller, Difficult"
231740,Knights of Pen and Paper +1 Edition,"Indie, RPG",Behold Studios,Paradox Interactive,"18 Jun, 2013","RPG, Turn-Based, Indie, Pixel Graphics, Fantasy, Singleplayer, Casual, Retro, Comedy, Funny, Adventure, Parody , 2D, Touch-Friendly, Great Soundtrack, Strategy"
242880,"Sir, You Are Being Hunted","Action, Indie",Big Robot Ltd,Big Robot Ltd,"2 May, 2014","Survival, Stealth, Indie, Robots, First-Person, Procedural Generation, Action, Singleplayer, Open World, Steampunk, Atmospheric, Comedy, Horror, FPS, Multiplayer, Exploration, Kickstarter, Sandbox, Adventure, Rogue-like"
242920,Banished,"Indie, Simulation, Strategy",Shining Rock Software LLC,Shining Rock Software LLC,"18 Feb, 2014","City Builder, Colony Sim, Strategy, Simulation, Survival, Indie, Singleplayer, Sandbox, Medieval, Resource Management, Relaxing, Economy, Building, Management, Open World, Difficult, Beautiful, Procedural Generation, Historical, RTS"
236790,Agricultural Simulator 2013 - Steam Edition,"Casual, Simulation",Actalogic,United Independent Entertainment,"7 Jun, 2013","Farming Sim, Simulation, Agriculture, Casual, Farming"
24420,Aquaria,Indie,"Bit Blot, LLC","Bit Blot, LLC","15 Dec, 2008","Metroidvania, Indie, Exploration, Female Protagonist, Great Soundtrack, Underwater, Adventure, 2D, Singleplayer, Beautiful, Action, Fantasy, Atmospheric, Immersive, Open World, Side Scroller, Story Rich, Philosophical, Platformer, Puzzle"
205080,BIT.TRIP FATE,"Action, Indie",Gaijin Games,Gaijin Games,"11 Jul, 2013","Action, Indie, Music, Rhythm, Shoot 'Em Up, Bullet Hell, Shooter"
244890,Velocity®Ultra,"Action, Indie","Curve Studios, FuturLab",Curve Games,"12 Dec, 2013","Action, Indie, Shoot 'Em Up, Female Protagonist, 2D, Puzzle, Sci-fi, Singleplayer, Top-Down Shooter"
244910,Homesick,"Adventure, Indie",Lucky Pause,Lucky Pause,"28 May, 2015","Atmospheric, Puzzle, Exploration, First-Person, Indie, Walking Simulator, Adventure, Horror, Mystery, Great Soundtrack, Singleplayer, Short, Psychological Horror, Story Rich"
237110,Mortal Kombat Komplete Edition,Action,"NetherRealm Studios, High Voltage Software",Warner Bros. Interactive Entertainment,,"Fighting, Gore, Action, Violent, Multiplayer, Classic, Blood, Co-op, Arcade, Nostalgia, Singleplayer, 2D Fighter, Competitive, Local Multiplayer, Local Co-Op, Replay Value, 2.5D, Remake, Beat 'em up, 2D"
234390,Teleglitch: Die More Edition,"Action, Indie",Test3 Projects,Paradox Interactive,"24 Jul, 2013","Action Roguelike, Rogue-like, Indie, Top-Down Shooter, Difficult, Action, Perma Death, Singleplayer, Sci-fi, Rogue-lite, Top-Down, Pixel Graphics, Procedural Generation, Crafting, Survival Horror, Horror, Retro, Survival, Shooter, Atmospheric"
247020,"Cook, Serve, Delicious!","Action, Indie, Simulation, Strategy",Vertigo Gaming Inc.,Vertigo Gaming Inc.,"8 Oct, 2013","Indie, Time Management, Typing, Difficult, Management, Cooking, Arcade, Strategy, 2D, Funny, Controller, Simulation, Family Friendly, Comedy, Co-op, Local Co-Op, Local Multiplayer, Multiplayer, Singleplayer, 4 Player Local"
247350,Artemis Spaceship Bridge Simulator,"Action, Indie, Simulation",,,"16 Sep, 2013","Simulation, Indie, Action, Space, Co-op, Multiplayer, Sci-fi, Local Co-Op, Space Sim"
225080,Brothers - A Tale of Two Sons,"Action, Adventure, Indie",Starbreeze Studios AB,505 Games,"3 Sep, 2013","Adventure, Atmospheric, Story Rich, Controller, Indie, Emotional, Puzzle, Short, Fantasy, Singleplayer, Beautiful, Great Soundtrack, Local Co-Op, Multiplayer, Action, Platformer, Third Person, Casual, Walking Simulator, 3D Vision"
244070,Sid Meier’s Ace Patrol,"Casual, Strategy",Firaxis Games,2K,"27 Aug, 2013","Strategy, Casual, Turn-Based, Turn-Based Strategy, World War I, Historical, Singleplayer, Flight, Touch-Friendly"
239030,"Papers, Please","Adventure, Indie",Lucas Pope,3909,"8 Aug, 2013","Indie, Political, Simulation, Point & Click, Singleplayer, Pixel Graphics, Dystopian , Multiple Endings, Puzzle, Story Rich, Retro, Atmospheric, 2D, Addictive, Great Soundtrack, Strategy, Replay Value, Casual, Difficult, Adventure"
237630,DuckTales: Remastered,"Action, Adventure, Casual",WayForward,Capcom,"13 Aug, 2013","Platformer, Adventure, Remake, Action, Retro, Casual, Classic, Great Soundtrack, Singleplayer, Cartoon, 2D, Family Friendly, Exploration, Difficult, Controller, Nostalgia, Side Scroller, Short, 2D Platformer, 2.5D"
